virus_protein	virus_taxa	human_protein	human_gene_name	human_taxa
uniprotkb:Q1HVD6	82830	uniprotkb:Q49A88	CCDC14	9606
uniprotkb:Q88489	11084	uniprotkb:Q49A88	CCDC14	9606
uniprotkb:P25214	10377	uniprotkb:Q49A88	CCDC14	9606
uniprotkb:Q1HVD6	82830	uniprotkb:Q49A88	CCDC14	9606
uniprotkb:P03087	1891767	uniprotkb:Q49AM1	MTERF2	9606
uniprotkb:P03428	211044	uniprotkb:Q49AN9	SNRPG	9606
uniprotkb:P03433	211044	uniprotkb:Q49AN9	SNRPG	9606
uniprotkb:P03431	211044	uniprotkb:Q49AN9	SNRPG	9606
refseq:YP_009227199	64320	uniprotkb:Q4G0F5	VPS26B	9606
uniprotkb:P06463	333761	uniprotkb:Q4G0F5	VPS26B	9606
uniprotkb:Q1HVI8	82830	uniprotkb:Q4G0G2	H1-10-AS1	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q4G0I0	UQCC4	9606
uniprotkb:P29996	31762	uniprotkb:Q4G0N4	NADK2	9606
uniprotkb:P90463	868565	uniprotkb:Q4G0N4	NADK2	9606
uniprotkb:P03427	381518	uniprotkb:Q4G0N8	SLC9C1	9606
uniprotkb:P04578	11706	uniprotkb:Q4G0T1	SCART1	9606
uniprotkb:Q6DP94	644788	uniprotkb:Q4J6C6	PREPL	9606
uniprotkb:Q20MH4	381518	uniprotkb:Q4J6C6	PREPL	9606
uniprotkb:A4ZNQ2	437607	uniprotkb:Q4J6C6	PREPL	9606
uniprotkb:Q0A2H1	402527	uniprotkb:Q4J6C6	PREPL	9606
uniprotkb:A6YJF2	442553	uniprotkb:Q4J6C6	PREPL	9606
uniprotkb:P10204	10299	uniprotkb:Q4J6C6	PREPL	9606
uniprotkb:Q20P38	380337	uniprotkb:Q4J6C6	PREPL	9606
uniprotkb:Q2PJP1	363744	uniprotkb:Q4J6C6	PREPL	9606
uniprotkb:Q9QR71	868565	uniprotkb:Q4KMP7	TBC1D10B	9606
refseq:YP_009227201	64320	uniprotkb:Q4KMQ2	ANO6	9606
uniprotkb:P06792	333761	uniprotkb:Q4KMQ2	ANO6	9606
refseq:YP_009227203	64320	uniprotkb:Q4KMQ2	ANO6	9606
refseq:YP_009227204	64320	uniprotkb:Q4KMQ2	ANO6	9606
refseq:YP_009227200	64320	uniprotkb:Q4KMQ2	ANO6	9606
refseq:YP_009227196	64320	uniprotkb:Q4KMQ2	ANO6	9606
uniprotkb:P03087	1891767	uniprotkb:Q4KMZ8	NKAIN1	9606
uniprotkb:G3CKS7	10376	uniprotkb:Q4L180	FILIP1L	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q4LDE5	SVEP1	9606
uniprotkb:P36817	10621	uniprotkb:Q4LDG9	DNAL1	9606
uniprotkb:P29996	31762	uniprotkb:Q4U2R8	SLC22A6	9606
uniprotkb:Q77M19	132487	uniprotkb:Q4V339	ZNG1F	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q4VXU2	PABPC1L	9606
uniprotkb:Q6J8G2	512345	uniprotkb:Q4ZHG4	FNDC1	9606
uniprotkb:Q9WC28	512346	uniprotkb:Q4ZHG4	FNDC1	9606
uniprotkb:Q20MH4	381518	uniprotkb:Q4ZHG4	FNDC1	9606
uniprotkb:B9UPF3	10580	uniprotkb:Q4ZIN3	TMEM259	9606
uniprotkb:P17385	10585	uniprotkb:Q4ZIN3	TMEM259	9606
uniprotkb:P06460	10600	uniprotkb:Q4ZIN3	TMEM259	9606
refseq:YP_009227200	64320	uniprotkb:Q4ZIN3	TMEM259	9606
uniprotkb:P06927	333760	uniprotkb:Q4ZIN3	TMEM259	9606
uniprotkb:Q8JSN5	158611	uniprotkb:Q52WX2	SBK1	9606
uniprotkb:Q32ZE1-PRO_0000435842	64320	uniprotkb:Q53EL6	PDCD4	9606
uniprotkb:P0C6Z1	82830	uniprotkb:Q53EP0	FNDC3B	9606
uniprotkb:P06461	10600	uniprotkb:Q53EP0	FNDC3B	9606
uniprotkb:B9UPF3	10580	uniprotkb:Q53EP0	FNDC3B	9606
uniprotkb:G3CKS7	10376	uniprotkb:Q53EP0	FNDC3B	9606
refseq:YP_009227204	64320	uniprotkb:Q53EU6	GPAT3	9606
uniprotkb:P29991-PRO_0000037944	31635	uniprotkb:Q53EU6	GPAT3	9606
refseq:YP_009227200	64320	uniprotkb:Q53EU6	GPAT3	9606
refseq:YP_009227201	64320	uniprotkb:Q53EU6	GPAT3	9606
refseq:YP_009227197	64320	uniprotkb:Q53EU6	GPAT3	9606
refseq:YP_009227196	64320	uniprotkb:Q53EU6	GPAT3	9606
refseq:YP_009227198	64320	uniprotkb:Q53EU6	GPAT3	9606
uniprotkb:P03468	211044	uniprotkb:Q53EU6	GPAT3	9606
refseq:YP_009227203	64320	uniprotkb:Q53EU6	GPAT3	9606
uniprotkb:P03317	11034	uniprotkb:Q53EZ4	CEP55	9606
uniprotkb:P08411	11033	uniprotkb:Q53EZ4	CEP55	9606
uniprotkb:Q1H8W6	37124	uniprotkb:Q53EZ4	CEP55	9606
uniprotkb:Q1H8W6	37124	uniprotkb:Q53EZ4	CEP55	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q53F19	NCBP3	9606
uniprotkb:Q1K9H2	381518	uniprotkb:Q53F19	NCBP3	9606
uniprotkb:P15682	381518	uniprotkb:Q53F19	NCBP3	9606
uniprotkb:Q89268	648242	uniprotkb:Q53F19	NCBP3	9606
refseq:YP_009227205	64320	uniprotkb:Q53F19	NCBP3	9606
uniprotkb:P19712-PRO_0000038050	11097	uniprotkb:Q53F35		9606
uniprotkb:P03129	333760	uniprotkb:Q53FD0	ZC2HC1C	9606
uniprotkb:P03129	333760	uniprotkb:Q53FD0	ZC2HC1C	9606
uniprotkb:P06460	10600	uniprotkb:Q53FP2	TMEM35A	9606
uniprotkb:P06792	333761	uniprotkb:Q53FP2	TMEM35A	9606
refseq:YP_009227203	64320	uniprotkb:Q53FV1	ORMDL2	9606
uniprotkb:Q76R61	928302	uniprotkb:Q53FZ2	ACSM3	9606
uniprotkb:P0C742	82830	uniprotkb:Q53G59	KLHL12	9606
uniprotkb:Q32ZE1-PRO_0000435838	64320	uniprotkb:Q53G59	KLHL12	9606
uniprotkb:A0A097PIH4	11053	uniprotkb:Q53GI3	ZNF394	9606
uniprotkb:Q58HT7-PRO_0000268103	408686	uniprotkb:Q53GI3	ZNF394	9606
uniprotkb:O09234	31634	uniprotkb:Q53GI3	ZNF394	9606
uniprotkb:O09234	31634	uniprotkb:Q53GI3	ZNF394	9606
uniprotkb:Q05128	128952	uniprotkb:Q53GL7	PARP10	9606
refseq:YP_009227196	64320	uniprotkb:Q53GS7	GLE1	9606
uniprotkb:P17387	10585	uniprotkb:Q53GT1	KLHL22	9606
refseq:YP_009227205	64320	uniprotkb:Q53GT1	KLHL22	9606
uniprotkb:Q76RI8	37296	uniprotkb:Q53GT1	KLHL22	9606
uniprotkb:P29991-PRO_0000037945	31635	uniprotkb:Q53GT1	KLHL22	9606
uniprotkb:P19712-PRO_0000038050	11097	uniprotkb:Q53GX7		9606
uniprotkb:P05780	381518	uniprotkb:Q53H12	AGK	9606
uniprotkb:B4URE7	381518	uniprotkb:Q53H12	AGK	9606
uniprotkb:Q77M19	132487	uniprotkb:Q53H12	AGK	9606
uniprotkb:P0C737	82830	uniprotkb:Q53H12	AGK	9606
uniprotkb:P06460	10600	uniprotkb:Q53H12	AGK	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q53H12	AGK	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q53H12	AGK	9606
uniprotkb:P23372	10254	uniprotkb:Q53H80	AKIRIN2	9606
uniprotkb:P36801	10621	uniprotkb:Q53H82	LACTB2	9606
uniprotkb:P29991-PRO_0000037944	31635	uniprotkb:Q53HI1	UNC50	9606
uniprotkb:P17385	10585	uniprotkb:Q53HI1	UNC50	9606
uniprotkb:P19712-PRO_0000038050	11097	uniprotkb:Q53HK9		9606
uniprotkb:P36801	10621	uniprotkb:Q53LP3	SOWAHC	9606
uniprotkb:P10204	10299	uniprotkb:Q53RE8	ANKRD39	9606
uniprotkb:P06477	10299	uniprotkb:Q53RE8	ANKRD39	9606
uniprotkb:P0C737	82830	uniprotkb:Q53TN4	CYBRD1	9606
refseq:YP_009227200	64320	uniprotkb:Q53ZR1	SLC12A2	9606
refseq:YP_009227196	64320	uniprotkb:Q53ZR1	SLC12A2	9606
uniprotkb:P06792	333761	uniprotkb:Q567V2	MPV17L2	9606
refseq:NP_751926	41856	uniprotkb:Q56VL3	OCIAD2	9606
uniprotkb:P03468	211044	uniprotkb:Q56VL3	OCIAD2	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
refseq:NP_751927	41856	uniprotkb:Q573B4	LCK	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
refseq:NP_751927	41856	uniprotkb:Q573B4	LCK	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
uniprotkb:Q02840	31684	uniprotkb:Q573B4	LCK	9606
uniprotkb:P22575	10384	uniprotkb:Q573B4	LCK	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
uniprotkb:P09503	10383	uniprotkb:Q573B4	LCK	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
uniprotkb:P22575	10384	uniprotkb:Q573B4	LCK	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
uniprotkb:P04601	11706	uniprotkb:Q573B4	LCK	9606
uniprotkb:Q32ZE1-PRO_0000435839	64320	uniprotkb:Q587I9	SFT2D3	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q587I9	SFT2D3	9606
uniprotkb:P0C6Z1	82830	uniprotkb:Q58DX5	NAALADL2	9606
uniprotkb:P0CK48	82830	uniprotkb:Q58DX5	NAALADL2	9606
uniprotkb:Q6J8G2	512345	uniprotkb:Q58EX2	SDK2	9606
uniprotkb:Q9WC28	512346	uniprotkb:Q58EX2	SDK2	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q58EX7	PLEKHG4	9606
refseq:NP_803144	41856	uniprotkb:Q58EX7	PLEKHG4	9606
uniprotkb:Q99IB8-PRO_0000045597	356411	uniprotkb:Q58FF3	HSP90B2P	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q58FF7	HSP90AB3P	9606
uniprotkb:P06428	10579	uniprotkb:Q58WW2	DCAF6	9606
refseq:NP_803144	41856	uniprotkb:Q58WW2	DCAF6	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q58WW2	DCAF6	9606
uniprotkb:H9XIJ5	392809	uniprotkb:Q58WW2	DCAF6	9606
uniprotkb:P19712-PRO_0000038050	11097	uniprotkb:Q59ES8		9606
uniprotkb:P19712-PRO_0000038050	11097	uniprotkb:Q59FI9		9606
refseq:YP_009227205	64320	uniprotkb:Q59FZ7		9606
uniprotkb:P19712-PRO_0000038050	11097	uniprotkb:Q59GL1		9606
uniprotkb:P03468	211044	uniprotkb:Q5BJD5	TMEM41B	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q5BJD5	TMEM41B	9606
uniprotkb:P03470	381518	uniprotkb:Q5BJE1	CCDC178	9606
uniprotkb:P15682	381518	uniprotkb:Q5BJE1	CCDC178	9606
uniprotkb:P03430	381518	uniprotkb:Q5BJE1	CCDC178	9606
uniprotkb:P03427	381518	uniprotkb:Q5BJE1	CCDC178	9606
uniprotkb:P06460	10600	uniprotkb:Q5BJH7	YIF1B	9606
uniprotkb:P06792	333761	uniprotkb:Q5BJH7	YIF1B	9606
uniprotkb:P29991-PRO_0000037944	31635	uniprotkb:Q5BJH7	YIF1B	9606
uniprotkb:P29991-PRO_0000037944	31635	uniprotkb:Q5BKT4	ALG10	9606
refseq:YP_009227203	64320	uniprotkb:Q5BKT4	ALG10	9606
uniprotkb:Q05323	128952	uniprotkb:Q5BKZ1	ZNF326	9606
uniprotkb:P17388	10585	uniprotkb:Q5BKZ1	ZNF326	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q5C9Z4	NOM1	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q5C9Z4	NOM1	9606
refseq:YP_009227196	64320	uniprotkb:Q5C9Z4	NOM1	9606
uniprotkb:P10230	10299	uniprotkb:Q5D1E8	ZC3H12A	9606
uniprotkb:P03087	1891767	uniprotkb:Q5DT03	UGT1A1	9606
uniprotkb:P29996	31762	uniprotkb:Q5DX21	IGSF11	9606
uniprotkb:P29996	31762	uniprotkb:Q5EB52	MEST	9606
uniprotkb:P06428	10579	uniprotkb:Q5EBL8	PDZD11	9606
refseq:YP_009227196	64320	uniprotkb:Q5F1R6	DNAJC21	9606
uniprotkb:Q99IB8-PRO_0000045600	356411	uniprotkb:Q5GH72	XKR7	9606
uniprotkb:P06792	333761	uniprotkb:Q5H8A4	PIGG	9606
uniprotkb:P17387	10585	uniprotkb:Q5H9I0	TFDP3	9606
uniprotkb:Q32ZE1-PRO_0000435839	64320	uniprotkb:Q5HYI7	MTX3	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q5HYI7	MTX3	9606
refseq:YP_009227203	64320	uniprotkb:Q5HYI8	RABL3	9606
uniprotkb:P06460	10600	uniprotkb:Q5HYI8	RABL3	9606
refseq:YP_009227200	64320	uniprotkb:Q5HYI8	RABL3	9606
uniprotkb:P06927	333760	uniprotkb:Q5HYI8	RABL3	9606
uniprotkb:P06792	333761	uniprotkb:Q5HYI8	RABL3	9606
refseq:YP_009227196	64320	uniprotkb:Q5HYI8	RABL3	9606
uniprotkb:P03430	381518	uniprotkb:Q5HYJ3	FAM76B	9606
uniprotkb:B4URE7	381518	uniprotkb:Q5HYK3	COQ5	9606
refseq:YP_009227201	64320	uniprotkb:Q5J8M3	EMC4	9606
uniprotkb:Q32ZE1-PRO_0000435839	64320	uniprotkb:Q5J8M3	EMC4	9606
refseq:YP_009227198	64320	uniprotkb:Q5J8M3	EMC4	9606
refseq:YP_009227204	64320	uniprotkb:Q5J8M3	EMC4	9606
refseq:YP_009227203	64320	uniprotkb:Q5J8M3	EMC4	9606
refseq:YP_009227196	64320	uniprotkb:Q5J8M3	EMC4	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q5J8M3	EMC4	9606
uniprotkb:P17385	10585	uniprotkb:Q5J8M3	EMC4	9606
refseq:YP_009227200	64320	uniprotkb:Q5J8M3	EMC4	9606
refseq:YP_009227204	64320	uniprotkb:Q5JPE7	NOMO2	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q5JPE7	NOMO2	9606
refseq:YP_009227203	64320	uniprotkb:Q5JPE7	NOMO2	9606
refseq:YP_009227201	64320	uniprotkb:Q5JPE7	NOMO2	9606
refseq:YP_009227200	64320	uniprotkb:Q5JPE7	NOMO2	9606
uniprotkb:H9XIJ5	392809	uniprotkb:Q5JPE7	NOMO2	9606
refseq:YP_009227197	64320	uniprotkb:Q5JPE7	NOMO2	9606
uniprotkb:Q8JSN5	158611	uniprotkb:Q5JPF3	ANKRD36C	9606
refseq:YP_009227202	64320	uniprotkb:Q5JPH6	EARS2	9606
uniprotkb:O92835	11060	uniprotkb:Q5JPH6	EARS2	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q5JPH6	EARS2	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:Q5JQF8	PABPC1L2B	9606
uniprotkb:Q05323	128952	uniprotkb:Q5JQF8	PABPC1L2B	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:Q5JQF8	PABPC1L2B	9606
uniprotkb:P03433	211044	uniprotkb:Q5JR04	MOV10	9606
uniprotkb:P03431	211044	uniprotkb:Q5JR04	MOV10	9606
uniprotkb:P03428	211044	uniprotkb:Q5JR04	MOV10	9606
uniprotkb:P32888	10299	uniprotkb:Q5JR59	MTUS2	9606
uniprotkb:P0CK48	82830	uniprotkb:Q5JR59	MTUS2	9606
uniprotkb:P10230	10299	uniprotkb:Q5JR59	MTUS2	9606
uniprotkb:P0CK48	82830	uniprotkb:Q5JR59	MTUS2	9606
uniprotkb:P19712-PRO_0000038050	11097	uniprotkb:Q5JR94	RPS8	9606
refseq:YP_009227204	64320	uniprotkb:Q5JRA6	MIA3	9606
refseq:YP_009227203	64320	uniprotkb:Q5JRA6	MIA3	9606
refseq:YP_009227197	64320	uniprotkb:Q5JRA6	MIA3	9606
uniprotkb:P15059	10254	uniprotkb:Q5JRA6	MIA3	9606
refseq:YP_009227200	64320	uniprotkb:Q5JRA6	MIA3	9606
refseq:YP_009227198	64320	uniprotkb:Q5JRA6	MIA3	9606
uniprotkb:P04578	11706	uniprotkb:Q5JRA6	MIA3	9606
refseq:YP_009227201	64320	uniprotkb:Q5JRA6	MIA3	9606
uniprotkb:Q69117	10376	uniprotkb:Q5JSL3	DOCK11	9606
uniprotkb:P17388	10585	uniprotkb:Q5JTH9	RRP12	9606
uniprotkb:A0A097PIH4	11053	uniprotkb:Q5JTH9	RRP12	9606
uniprotkb:Q58HT7-PRO_0000268103	408686	uniprotkb:Q5JTH9	RRP12	9606
refseq:YP_009227196	64320	uniprotkb:Q5JTH9	RRP12	9606
uniprotkb:O09234	31634	uniprotkb:Q5JTH9	RRP12	9606
uniprotkb:Q89268	648242	uniprotkb:Q5JTH9	RRP12	9606
uniprotkb:P27915-PRO_0000037989	408870	uniprotkb:Q5JTH9	RRP12	9606
refseq:YP_009227205	64320	uniprotkb:Q5JTH9	RRP12	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q5JTZ9	AARS2	9606
uniprotkb:Q8QXP6	11072	uniprotkb:Q5JU67	CFAP157	9606
uniprotkb:P03496	211044	uniprotkb:Q5JUV6	NT5C2	9606
uniprotkb:Q8JSN5	158611	uniprotkb:Q5JUX0	SPIN3	9606
uniprotkb:P06477	10299	uniprotkb:Q5JUX0	SPIN3	9606
uniprotkb:Q76RF5	37296	uniprotkb:Q5JV73	FRMPD3	9606
uniprotkb:Q32ZE1-PRO_0000435842	64320	uniprotkb:Q5JVF3	PCID2	9606
uniprotkb:Q20MH3	381518	uniprotkb:Q5JVF3	PCID2	9606
uniprotkb:P03428	211044	uniprotkb:Q5JW30	STAU1	9606
uniprotkb:P29996	31762	uniprotkb:Q5JW98	CALHM4	9606
uniprotkb:P0C744	82830	uniprotkb:Q5JY77	GPRASP1	9606
uniprotkb:P0C763	82830	uniprotkb:Q5JY77	GPRASP1	9606
uniprotkb:Q1HVD1	82830	uniprotkb:Q5JY77	GPRASP1	9606
uniprotkb:Q8JSN8	158611	uniprotkb:Q5JY77	GPRASP1	9606
uniprotkb:P03188	10377	uniprotkb:Q5JY77	GPRASP1	9606
uniprotkb:Q1HVG1	82830	uniprotkb:Q5JY77	GPRASP1	9606
uniprotkb:Q05320	128952	uniprotkb:Q5JY77	GPRASP1	9606
uniprotkb:P03177	10377	uniprotkb:Q5JY77	GPRASP1	9606
uniprotkb:B9UPF3	10580	uniprotkb:Q5K4L6	SLC27A3	9606
uniprotkb:P06460	10600	uniprotkb:Q5M7Z0	RNFT1	9606
uniprotkb:P36817	10621	uniprotkb:Q5M7Z0	RNFT1	9606
uniprotkb:P14335	11078	uniprotkb:Q5M9Q1	NKAPL	9606
uniprotkb:P17383	10585	uniprotkb:Q5M9Q1	NKAPL	9606
uniprotkb:Q9WMX2-PRO_0000037545	333284	uniprotkb:Q5MIZ7	PPP4R3B	9606
refseq:YP_009227202	64320	uniprotkb:Q5MNZ6	WDR45B	9606
uniprotkb:P03087	1891767	uniprotkb:Q5MY95	ENTPD8	9606
refseq:YP_009227205	64320	uniprotkb:Q5PSV4	BRMS1L	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q5QGS0	NEXMIF	9606
uniprotkb:P29996	31762	uniprotkb:Q5QGZ9	CLEC12A	9606
uniprotkb:P29991-PRO_0000037945	31635	uniprotkb:Q5QP82	DCAF10	9606
uniprotkb:P88926	435895	uniprotkb:Q5QP82	DCAF10	9606
uniprotkb:P03433	211044	uniprotkb:Q5QPL9	RALY	9606
uniprotkb:Q1HVD3	82830	uniprotkb:Q5R3I4	TTC38	9606
uniprotkb:P0C6Z1	82830	uniprotkb:Q5RI15	COX20	9606
uniprotkb:P06460	10600	uniprotkb:Q5RI15	COX20	9606
uniprotkb:Q32ZE1-PRO_0000435839	64320	uniprotkb:Q5RI15	COX20	9606
uniprotkb:P06792	333761	uniprotkb:Q5RI15	COX20	9606
uniprotkb:P04601	11706	uniprotkb:Q5RJ85	HLA-G	9606
uniprotkb:P04601	11706	uniprotkb:Q5RJ85	HLA-G	9606
uniprotkb:P04601	11706	uniprotkb:Q5RJ85	HLA-G	9606
uniprotkb:Q05127	128952	uniprotkb:Q5RKV6	EXOSC6	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q5S007	LRRK2	9606
refseq:YP_009227196	64320	uniprotkb:Q5SNT2	TMEM201	9606
refseq:YP_009227203	64320	uniprotkb:Q5SNT2	TMEM201	9606
refseq:YP_009227197	64320	uniprotkb:Q5SNT2	TMEM201	9606
uniprotkb:P29128	31518	uniprotkb:Q5SQ11	PTGDS	9606
refseq:YP_009227200	64320	uniprotkb:Q5SQN1	SNAP47	9606
refseq:YP_009227196	64320	uniprotkb:Q5SQN1	SNAP47	9606
refseq:YP_009227197	64320	uniprotkb:Q5SQN1	SNAP47	9606
refseq:YP_009227204	64320	uniprotkb:Q5SQN1	SNAP47	9606
refseq:YP_009227203	64320	uniprotkb:Q5SQN1	SNAP47	9606
uniprotkb:A0A288CFT1	11706	uniprotkb:Q5SQP8		9606
uniprotkb:P05780	381518	uniprotkb:Q5SRE5	NUP188	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q5SRE5	NUP188	9606
uniprotkb:P03468	211044	uniprotkb:Q5SRE5	NUP188	9606
uniprotkb:P0C723	82830	uniprotkb:Q5SRE7	PHYHD1	9606
uniprotkb:P0C723	82830	uniprotkb:Q5SRE7	PHYHD1	9606
uniprotkb:P04618	11706	uniprotkb:Q5SRQ6	CSNK2B	9606
refseq:NP_803144	41856	uniprotkb:Q5SRQ6	CSNK2B	9606
uniprotkb:P10238	10299	uniprotkb:Q5SRQ6	CSNK2B	9606
uniprotkb:P10238	10299	uniprotkb:Q5SRQ6	CSNK2B	9606
refseq:YP_009227204	64320	uniprotkb:Q5ST30	VARS2	9606
uniprotkb:P10204	10299	uniprotkb:Q5SW96	LDLRAP1	9606
uniprotkb:P06821	211044	uniprotkb:Q5SWX8	ODR4	9606
uniprotkb:P03428	211044	uniprotkb:Q5SWX8	ODR4	9606
uniprotkb:P03470	381518	uniprotkb:Q5SWX8	ODR4	9606
refseq:YP_009227196	64320	uniprotkb:Q5SWX8	ODR4	9606
uniprotkb:A4ZNQ2	437607	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:Q0A2H1	402527	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:Q20MH4	381518	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:A6YJF2	442553	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:Q2PJP1	363744	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:Q6VE52	251307	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:Q6DPA0	284213	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:A4ZNQ3	437607	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:Q0A2H0	402527	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:Q2PJP0	363744	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:Q6DP94	644788	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:Q3SBS5	329599	uniprotkb:Q5SXM2	SNAPC4	9606
uniprotkb:P09992	11624	uniprotkb:Q5SXM8	DNLZ	9606
refseq:YP_009227196	64320	uniprotkb:Q5SY16	NOL9	9606
uniprotkb:F5HCJ2	868565	uniprotkb:Q5SY16	NOL9	9606
uniprotkb:P03468	211044	uniprotkb:Q5SZE2	CERS2	9606
uniprotkb:P06429	10586	uniprotkb:Q5T0F9	CC2D1B	9606
uniprotkb:F5HF36	868565	uniprotkb:Q5T0T0	MARCHF8	9606
uniprotkb:P0C763	82830	uniprotkb:Q5T124	UBXN11	9606
uniprotkb:P03188	10377	uniprotkb:Q5T124	UBXN11	9606
uniprotkb:P03468	211044	uniprotkb:Q5T160	RARS2	9606
uniprotkb:P06821	211044	uniprotkb:Q5T160	RARS2	9606
uniprotkb:P29991-PRO_0000037943	31635	uniprotkb:Q5T160	RARS2	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q5T160	RARS2	9606
uniprotkb:P06788	333761	uniprotkb:Q5T160	RARS2	9606
uniprotkb:P05780	381518	uniprotkb:Q5T160	RARS2	9606
uniprotkb:Q69117	10376	uniprotkb:Q5T1M5	FKBP15	9606
uniprotkb:P36801	10621	uniprotkb:Q5T1Q4	SLC35F1	9606
uniprotkb:P24835	10588	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P36817	10621	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P06929	10583	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P06788	333761	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P36827	333763	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P06429	10586	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P06930	333923	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P06427	10586	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P36799	10614	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P06428	10579	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P03129	333760	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P06463	333761	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P06465	10583	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:P03126	333760	uniprotkb:Q5T1Z8	PUM1	9606
uniprotkb:Q32ZE1-PRO_0000435842	64320	uniprotkb:Q5T200	ZC3H13	9606
uniprotkb:A0A024B7W1-PRO_0000443032	2043570	uniprotkb:Q5T200	ZC3H13	9606
uniprotkb:P06428	10579	uniprotkb:Q5T280	SPOUT1	9606
uniprotkb:P15682	381518	uniprotkb:Q5T2S8	ODAD2	9606
uniprotkb:Q76RI8	37296	uniprotkb:Q5T2T1	MPP7	9606
uniprotkb:P06463	333761	uniprotkb:Q5T2W1	PDZK1	9606
uniprotkb:P06463	333761	uniprotkb:Q5T2W1	PDZK1	9606
uniprotkb:P03126	333760	uniprotkb:Q5T2W1	PDZK1	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q5T3F8	TMEM63B	9606
uniprotkb:Q05127	128952	uniprotkb:Q5T3I0	GPATCH4	9606
uniprotkb:P04618	11706	uniprotkb:Q5T3I0	GPATCH4	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q5T3I0	GPATCH4	9606
uniprotkb:P17383	10585	uniprotkb:Q5T447	HECTD3	9606
uniprotkb:P0DKB0	10585	uniprotkb:Q5T447	HECTD3	9606
uniprotkb:P88935	435895	uniprotkb:Q5T447	HECTD3	9606
refseq:YP_009227202	64320	uniprotkb:Q5T447	HECTD3	9606
